Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
234	20:07:17	20:07:17	20:07:17	20:07:17	20:07:36	20:07:36			20:07:37	20:07:37	20:07:42	20:07:42	20:08:43	20:08:43	20:08:44	20:08:44	20:08:44	20:08:44			20:08:49	20:08:49		00:00:00	00:00:18		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:05	00:01:31
235	20:08:49	20:08:49	20:08:49	20:08:49	20:09:03	20:09:03			20:09:04	20:09:04	20:09:10	20:09:10	20:10:09	20:10:09	20:10:09	20:10:09	20:10:09	20:10:09			20:10:10	20:10:10		00:00:00	00:00:14		00:00:00	00:00:05	00:00:58	00:00:00	00:00:00		00:00:01	00:01:20
236	20:10:10	20:10:10	20:10:11	20:10:11	20:10:26	20:10:26			20:10:27	20:10:27	20:10:33	20:10:33	20:11:35	20:11:35	20:11:35	20:11:35	20:11:35	20:11:35			20:11:40	20:11:40		00:00:00	00:00:15		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:05	00:01:29
237	20:11:41	20:11:41	20:11:41	20:11:41	20:11:54	20:11:54			20:11:55	20:11:55	20:12:01	20:12:01	20:13:01	20:13:01	20:13:01	20:13:01	20:13:01	20:13:01			20:13:07	20:13:07		00:00:00	00:00:13		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:05	00:01:26
238	20:13:07	20:13:07	20:13:07	20:13:07	20:13:23	20:13:23			20:13:24	20:13:24	20:13:30	20:13:30	20:14:34	20:14:34	20:14:35	20:14:35	20:14:35	20:14:35			20:14:40	20:14:40		00:00:00	00:00:16		00:00:00	00:00:05	00:01:04	00:00:00	00:00:00		00:00:05	00:01:33
239	20:14:41	20:14:41	20:14:41	20:14:41	20:15:02	20:15:02			20:15:03	20:15:03	20:15:08	20:15:08	20:16:10	20:16:10	20:16:10	20:16:10	20:16:10	20:16:10			20:16:15	20:16:15		00:00:00	00:00:21		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:05	00:01:34
240	20:16:16	20:16:16	20:16:16	20:16:16	20:16:34	20:16:34			20:16:35	20:16:35	20:16:40	20:16:40	20:17:42	20:17:42	20:17:42	20:17:42	20:17:42	20:17:42	20:17:42	20:17:42	20:18:57	20:18:57		00:00:00	00:00:17		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00	00:00:00	00:01:15	00:02:41
241	20:18:58	20:18:58	20:18:59	20:18:59	20:18:59	20:18:59			20:19:00	20:19:00	20:19:08	20:19:08	20:20:11	20:20:11	20:20:11	20:20:11	20:20:11	20:20:11			20:20:12	20:20:12		00:00:00	00:00:00		00:00:01	00:00:07	00:01:03	00:00:00	00:00:00		00:00:01	00:01:14
242	20:20:13	20:20:13	20:20:13	20:20:13	20:20:13	20:20:13			20:20:14	20:20:14	20:20:20	20:20:20	20:21:21	20:21:21	20:21:25	20:21:25	20:21:25	20:21:25			20:21:26	20:21:26		00:00:00	00:00:00		00:00:00	00:00:05	00:01:01	00:00:03	00:00:00		00:00:01	00:01:13
243	20:21:26	20:21:26	20:21:27	20:21:27	20:21:27	20:21:27			20:21:28	20:21:28	20:21:33	20:21:33	20:22:39	20:22:39	20:22:39	20:22:39	20:22:39	20:22:39			20:22:40	20:22:40		00:00:00	00:00:00		00:00:01	00:00:05	00:01:05	00:00:00	00:00:00		00:00:01	00:01:13
244	20:22:41	20:22:41	20:22:41	20:22:41	20:22:41	20:22:41			20:22:42	20:22:42	20:22:48	20:22:48	20:23:44	20:23:44	20:23:44	20:23:44	20:23:44	20:23:44			20:23:45	20:23:45		00:00:00	00:00:00		00:00:01	00:00:05	00:00:55	00:00:00	00:00:00		00:00:01	00:01:04
245	20:23:46	20:23:46	20:23:46	20:23:46	20:23:46	20:23:46			20:23:47	20:23:47	20:23:53	20:23:53	20:24:54	20:24:54	20:24:54	20:24:54	20:24:54	20:24:54			20:24:55	20:24:55		00:00:00	00:00:00		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:01	00:01:09
246	20:24:56	20:24:56	20:24:56	20:24:56	20:24:56	20:24:56			20:24:57	20:24:57	20:25:02	20:25:02	20:26:02	20:26:02	20:26:02	20:26:02	20:26:02	20:26:02			20:26:07	20:26:07		00:00:00	00:00:00		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:05	00:01:11
247	20:26:08	20:26:08	20:26:08	20:26:08	20:26:08	20:26:08			20:26:09	20:26:09	20:26:15	20:26:15	20:27:14	20:27:14	20:27:14	20:27:14	20:27:14	20:27:14			20:27:20	20:27:20		00:00:00	00:00:00		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:05	00:01:11
248	20:27:20	20:27:20	20:27:20	20:27:20	20:27:21	20:27:21			20:27:22	20:27:22	20:27:27	20:27:27	20:28:25	20:28:25	20:28:25	20:28:25	20:28:25	20:28:25			20:28:31	20:28:31		00:00:00	00:00:00		00:00:00	00:00:05	00:00:57	00:00:00	00:00:00		00:00:05	00:01:10
249	20:28:31	20:28:31	20:28:31	20:28:31	20:28:32	20:28:32			20:28:33	20:28:33	20:28:38	20:28:38	20:29:37	20:29:37	20:29:38	20:29:38	20:29:38	20:29:38			20:29:43	20:29:43		00:00:00	00:00:00		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:05	00:01:12
250	20:29:46	20:29:46	20:29:47	20:29:47	20:29:47	20:29:47	20:29:48	20:30:12	20:30:12	20:30:12	20:30:17	20:30:17	20:31:54	20:31:54	20:31:54	20:31:54	20:31:54	20:31:54	20:32:03	20:32:03	20:33:19	20:33:19		00:00:00	00:00:00	00:00:24	00:00:25	00:00:05	00:01:36	00:00:00	00:00:00	00:00:00	00:01:25	00:03:33
251	20:33:20	20:33:20	20:33:20	20:33:20	20:33:21	20:33:21			20:33:21	20:33:21	20:33:27	20:33:27	20:34:25	20:34:25	20:34:25	20:34:25	20:34:25	20:34:25			20:34:27	20:34:27		00:00:00	00:00:00		00:00:00	00:00:05	00:00:58	00:00:00	00:00:00		00:00:01	00:01:07
252	20:34:27	20:34:27	20:34:27	20:34:27	20:34:28	20:34:28			20:34:29	20:34:29	20:34:34	20:34:34	20:35:34	20:35:34	20:35:34	20:35:34	20:35:34	20:35:34			20:35:35	20:35:35		00:00:00	00:00:00		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:01	00:01:08
253	20:35:36	20:35:36	20:35:36	20:35:36	20:35:36	20:35:36			20:35:37	20:35:37	20:35:42	20:35:42	20:36:42	20:36:42	20:36:42	20:36:42	20:36:42	20:36:42			20:36:44	20:36:44		00:00:00	00:00:00		00:00:01	00:00:05	00:00:59	00:00:00	00:00:00		00:00:01	00:01:07
254	20:36:44	20:36:44	20:36:44	20:36:44	20:36:45	20:36:45			20:36:46	20:36:46	20:36:51	20:36:51	20:37:53	20:37:53	20:37:53	20:37:53	20:37:53	20:37:53			20:38:00	20:38:00		00:00:00	00:00:00		00:00:01	00:00:05	00:01:01	00:00:00	00:00:00		00:00:07	00:01:16
255	20:38:01	20:38:01	20:38:01	20:38:01	20:38:01	20:38:01			20:38:02	20:38:02	20:38:08	20:38:08	20:39:08	20:39:08	20:39:08	20:39:08	20:39:08	20:39:08			20:39:12	20:39:12		00:00:00	00:00:00		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:03	00:01:10
256	20:39:12	20:39:12	20:39:12	20:39:12	20:39:13	20:39:13			20:39:14	20:39:14	20:39:19	20:39:19	20:40:21	20:40:21	20:40:21	20:40:21	20:40:21	20:40:21			20:40:27	20:40:27		00:00:00	00:00:00		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:05	00:01:14
257	20:40:27	20:40:27	20:40:27	20:40:27	20:40:27	20:40:27			20:40:28	20:40:28	20:40:34	20:40:34	20:41:34	20:41:34	20:41:34	20:41:34	20:41:34	20:41:34			20:41:39	20:41:39		00:00:00	00:00:00		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:05	00:01:12
258	20:41:40	20:41:40	20:41:40	20:41:40	20:41:40	20:41:40			20:41:42	20:41:42	20:41:47	20:41:47	20:42:44	20:42:44	20:42:45	20:42:45	20:42:45	20:42:45			20:42:50	20:42:50		00:00:00	00:00:00		00:00:01	00:00:05	00:00:57	00:00:00	00:00:00		00:00:05	00:01:10
259	20:42:50	20:42:50	20:42:51	20:42:51	20:42:51	20:42:51			20:42:52	20:42:52	20:42:57	20:42:57	20:43:54	20:43:54	20:43:54	20:43:54	20:43:54	20:43:54			20:44:00	20:44:00		00:00:00	00:00:00		00:00:00	00:00:05	00:00:57	00:00:00	00:00:00		00:00:05	00:01:09
260	20:44:00	20:44:00	20:44:00	20:44:00	20:44:01	20:44:01			20:44:02	20:44:02	20:44:07	20:44:07	20:45:08	20:45:08	20:45:08	20:45:08	20:45:08	20:45:08	20:45:08	20:45:08	20:46:24	20:46:24		00:00:00	00:00:00		00:00:00	00:00:04	00:01:01	00:00:00	00:00:00	00:00:00	00:01:15	00:02:23
261	20:46:26	20:46:26	20:46:28	20:46:28	20:46:28	20:46:28			20:46:29	20:46:29	20:46:34	20:46:34	20:47:33	20:47:33	20:47:33	20:47:33	20:47:33	20:47:33			20:47:35	20:47:35		00:00:01	00:00:00		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:01	00:01:09
262	20:47:35	20:47:35	20:47:36	20:47:36	20:47:36	20:47:36			20:47:37	20:47:37	20:47:42	20:47:42	20:48:44	20:48:44	20:48:44	20:48:44	20:48:44	20:48:44			20:48:45	20:48:45		00:00:00	00:00:00		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:01	00:01:09
263	20:48:46	20:48:46	20:48:46	20:48:46	20:48:46	20:48:46			20:48:47	20:48:47	20:48:52	20:48:52	20:49:54	20:49:54	20:49:54	20:49:54	20:49:54	20:49:54			20:49:56	20:49:56		00:00:00	00:00:00		00:00:00	00:00:05	00:01:01	00:00:00	00:00:00		00:00:01	00:01:09
264	20:49:56	20:49:56	20:49:56	20:49:56	20:49:56	20:49:56			20:49:57	20:49:57	20:50:03	20:50:03	20:51:00	20:51:00	20:51:01	20:51:01	20:51:01	20:51:01			20:51:03	20:51:03		00:00:00	00:00:00		00:00:01	00:00:05	00:00:57	00:00:01	00:00:00		00:00:01	00:01:06
265	20:51:03	20:51:03	20:51:03	20:51:03	20:51:04	20:51:04			20:51:05	20:51:05	20:51:10	20:51:10	20:52:09	20:52:09	20:52:09	20:52:09	20:52:09	20:52:09			20:52:11	20:52:11		00:00:00	00:00:00		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:01	00:01:07
266	20:52:11	20:52:11	20:52:12	20:52:12	20:52:12	20:52:12			20:52:13	20:52:13	20:52:18	20:52:18	20:53:17	20:53:17	20:53:17	20:53:17	20:53:17	20:53:17			20:53:22	20:53:22		00:00:00	00:00:00		00:00:00	00:00:05	00:00:58	00:00:00	00:00:00		00:00:05	00:01:10
267	20:53:23	20:53:23	20:53:23	20:53:23	20:53:23	20:53:23			20:53:24	20:53:24	20:53:30	20:53:30	20:54:32	20:54:32	20:54:33	20:54:33	20:54:33	20:54:33			20:54:38	20:54:38		00:00:00	00:00:00		00:00:00	00:00:05	00:01:02	00:00:00	00:00:00		00:00:05	00:01:15
268	20:54:38	20:54:38	20:54:39	20:54:39	20:54:39	20:54:39			20:54:40	20:54:40	20:54:45	20:54:45	20:55:44	20:55:44	20:55:45	20:55:45	20:55:45	20:55:45			20:55:50	20:55:50		00:00:00	00:00:00		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:05	00:01:11
269	20:55:50	20:55:50	20:55:51	20:55:51	20:55:51	20:55:51			20:55:52	20:55:52	20:55:57	20:55:57	20:56:55	20:56:55	20:56:55	20:56:55	20:56:55	20:56:55			20:57:01	20:57:01		00:00:00	00:00:00		00:00:01	00:00:05	00:00:57	00:00:00	00:00:00		00:00:05	00:01:10
270	20:57:02	20:57:02	20:57:02	20:57:02	20:57:02	20:57:02			20:57:03	20:57:03	20:57:08	20:57:08	20:58:03	20:58:03	20:58:03	20:58:03	20:58:03	20:58:03	20:58:03	20:58:03	20:59:18	20:59:18		00:00:00	00:00:00		00:00:01	00:00:05	00:00:55	00:00:00	00:00:00	00:00:00	00:01:14	00:02:16
271	20:59:18	20:59:18	20:59:19	20:59:19	20:59:20	20:59:20			20:59:21	20:59:21	20:59:26	20:59:26	21:00:24	21:00:24	21:00:24	21:00:24	21:00:24	21:00:24			21:00:26	21:00:26		00:00:00	00:00:00		00:00:01	00:00:05	00:00:58	00:00:00	00:00:00		00:00:01	00:01:07
272	21:00:26	21:00:26	21:00:26	21:00:26	21:00:27	21:00:27			21:00:28	21:00:28	21:00:33	21:00:33	21:01:34	21:01:34	21:01:34	21:01:34	21:01:34	21:01:34			21:01:35	21:01:35		00:00:00	00:00:00		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:01	00:01:08
273	21:01:36	21:01:36	21:01:36	21:01:36	21:01:36	21:01:36			21:01:37	21:01:37	21:01:42	21:01:42	21:02:48	21:02:48	21:02:48	21:02:48	21:02:49	21:02:49			21:02:50	21:02:50		00:00:00	00:00:00		00:00:01	00:00:05	00:01:05	00:00:00	00:00:00		00:00:01	00:01:14
274	21:02:50	21:02:50	21:02:51	21:02:51	21:02:51	21:02:51			21:02:52	21:02:52	21:02:57	21:02:57	21:03:55	21:03:55	21:03:56	21:03:56	21:03:56	21:03:56			21:03:57	21:03:57		00:00:00	00:00:00		00:00:01	00:00:05	00:00:58	00:00:00	00:00:00		00:00:01	00:01:06
275	21:03:57	21:03:57	21:03:58	21:03:58	21:03:58	21:03:58			21:03:59	21:03:59	21:04:04	21:04:04	21:05:06	21:05:06	21:05:06	21:05:06	21:05:06	21:05:06			21:05:07	21:05:07		00:00:00	00:00:00		00:00:01	00:00:05	00:01:01	00:00:00	00:00:00		00:00:01	00:01:09
276	21:05:08	21:05:08	21:05:08	21:05:08	21:05:08	21:05:08			21:05:09	21:05:09	21:05:15	21:05:15	21:06:15	21:06:15	21:06:15	21:06:15	21:06:15	21:06:15			21:06:20	21:06:20		00:00:00	00:00:00		00:00:01	00:00:05	00:01:00	00:00:00	00:00:00		00:00:05	00:01:12
277	21:06:21	21:06:21	21:06:21	21:06:21	21:06:21	21:06:21			21:06:22	21:06:22	21:06:27	21:06:27	21:07:33	21:07:33	21:07:33	21:07:33	21:07:33	21:07:33			21:07:39	21:07:39		00:00:00	00:00:00		00:00:00	00:00:05	00:01:05	00:00:00	00:00:00		00:00:05	00:01:18
278	21:07:39	21:07:39	21:07:40	21:07:40	21:07:40	21:07:40			21:07:41	21:07:41	21:07:46	21:07:46	21:08:52	21:08:52	21:08:52	21:08:52	21:08:52	21:08:52			21:08:58	21:08:58		00:00:00	00:00:00		00:00:00	00:00:05	00:01:05	00:00:00	00:00:00		00:00:05	00:01:18
279	21:08:58	21:08:58	21:08:59	21:08:59	21:08:59	21:08:59			21:09:00	21:09:00	21:09:05	21:09:05	21:10:03	21:10:03	21:10:03	21:10:03	21:10:03	21:10:03			21:10:09	21:10:09		00:00:00	00:00:00		00:00:00	00:00:05	00:00:57	00:00:00	00:00:00		00:00:05	00:01:10
280	21:10:09	21:10:09	21:10:09	21:10:09	21:10:10	21:10:10			21:10:10	21:10:10	21:10:16	21:10:16	21:11:19	21:11:19	21:11:19	21:11:19	21:11:19	21:11:19	21:11:19	21:11:19	21:12:28	21:12:28		00:00:00	00:00:00		00:00:00	00:00:05	00:01:02	00:00:00	00:00:00	00:00:00	00:01:09	00:02:19
281	21:12:29	21:12:29	21:12:31	21:12:31	21:12:31	21:12:31			21:12:33	21:12:33	21:12:38	21:12:38	21:13:36	21:13:36	21:13:36	21:13:36	21:13:36	21:13:36			21:13:37	21:13:37		00:00:02	00:00:00		00:00:01	00:00:05	00:00:57	00:00:00	00:00:00		00:00:01	00:01:08
282	21:13:38	21:13:38	21:13:38	21:13:38	21:13:38	21:13:38			21:13:39	21:13:39	21:13:44	21:13:44	21:14:47	21:14:47	21:14:47	21:14:47	21:14:47	21:14:47			21:14:49	21:14:49		00:00:00	00:00:00		00:00:01	00:00:05	00:01:02	00:00:00	00:00:00		00:00:01	00:01:11
283	21:14:50	21:14:50	21:14:50	21:14:50	21:14:50	21:14:50			21:14:51	21:14:51	21:14:56	21:14:56	21:15:54	21:15:54	21:15:54	21:15:54	21:15:54	21:15:54			21:15:56	21:15:56		00:00:00	00:00:00		00:00:01	00:00:05	00:00:57	00:00:00	00:00:00		00:00:01	00:01:06
284	21:15:56	21:15:56	21:15:56	21:15:56	21:15:57	21:15:57			21:15:58	21:15:58	21:16:03	21:16:03	21:17:03	21:17:03	21:17:03	21:17:03	21:17:03	21:17:03			21:17:05	21:17:05		00:00:00	00:00:00		00:00:01	00:00:05	00:01:00	00:00:00	00:00:00		00:00:01	00:01:08
285	21:17:08	21:17:08	21:17:08	21:17:08	21:17:08	21:17:08			21:17:09	21:17:09	21:17:14	21:17:14	21:18:14	21:18:14	21:18:14	21:18:14	21:18:14	21:18:14			21:18:15	21:18:15		00:00:00	00:00:00		00:00:01	00:00:05	00:00:59	00:00:00	00:00:00		00:00:01	00:01:07
286	21:18:16	21:18:16	21:18:16	21:18:16	21:18:16	21:18:16			21:18:17	21:18:17	21:18:23	21:18:23	21:19:20	21:19:20	21:19:20	21:19:20	21:19:20	21:19:20			21:19:26	21:19:26		00:00:00	00:00:00		00:00:01	00:00:05	00:00:57	00:00:00	00:00:00		00:00:05	00:01:09
287	21:19:26	21:19:26	21:19:26	21:19:26	21:19:26	21:19:26			21:19:27	21:19:27	21:19:33	21:19:33	21:20:32	21:20:32	21:20:32	21:20:32	21:20:32	21:20:32			21:20:38	21:20:38		00:00:00	00:00:00		00:00:00	00:00:05	00:00:59	00:00:00	00:00:00		00:00:05	00:01:12
288	21:20:38	21:20:38	21:20:39	21:20:39	21:20:39	21:20:39			21:20:40	21:20:40	21:20:45	21:20:45	21:21:48	21:21:48	21:21:48	21:21:48	21:21:48	21:21:48			21:21:54	21:21:54		00:00:00	00:00:00		00:00:00	00:00:05	00:01:02	00:00:00	00:00:00		00:00:05	00:01:15
289	21:21:54	21:21:54	21:21:54	21:21:54	21:21:55	21:21:55			21:21:56	21:21:56	21:22:01	21:22:01	21:23:06	21:23:06	21:23:06	21:23:06	21:23:06	21:23:06			21:23:12	21:23:12		00:00:00	00:00:00		00:00:00	00:00:05	00:01:05	00:00:00	00:00:00		00:00:05	00:01:17
290	21:23:13	21:23:13	21:23:13	21:23:13	21:23:13	21:23:13			21:23:14	21:23:14	21:23:20	21:23:20	21:24:22	21:24:22	21:24:22	21:24:22	21:24:22	21:24:22	21:24:22	21:24:22	21:25:37	21:25:37		00:00:00	00:00:00		00:00:01	00:00:05	00:01:02	00:00:00	00:00:00	00:00:00	00:01:14	00:02:23
291	21:25:37	21:25:37	21:25:39	21:25:39	21:25:40	21:25:40			21:25:41	21:25:41	21:25:46	21:25:46	21:26:50	21:26:50	21:26:50	21:26:50	21:26:50	21:26:50			21:26:51	21:26:51		00:00:02	00:00:00		00:00:01	00:00:05	00:01:03	00:00:00	00:00:00		00:00:01	00:01:14
292	21:26:52	21:26:52	21:26:52	21:26:52	21:26:52	21:26:52			21:26:53	21:26:53	21:26:59	21:26:59	21:28:00	21:28:00	21:28:00	21:28:00	21:28:00	21:28:00			21:28:01	21:28:01		00:00:00	00:00:00		00:00:00	00:00:05	00:01:00	00:00:00	00:00:00		00:00:01	00:01:09
293	21:28:02	21:28:02	21:28:02	21:28:02	21:28:02	21:28:02			21:28:03	21:28:03	21:28:08	21:28:08	21:29:09	21:29:09	21:29:09	21:29:09	21:29:09	21:29:09			21:29:11	21:29:11		00:00:00	00:00:00		00:00:01	00:00:05	00:01:00	00:00:00	00:00:00		00:00:01	00:01:09
294	21:29:11	21:29:11	21:29:12	21:29:12	21:29:12	21:29:12			21:29:13	21:29:13	21:29:18	21:29:18	21:30:16	21:30:16	21:30:16	21:30:16	21:30:16	21:30:16			21:30:17	21:30:17		00:00:00	00:00:00		00:00:00	00:00:05	00:00:57	00:00:00	00:00:00		00:00:01	00:01:06
295	21:30:18	21:30:18	21:30:18	21:30:18	21:30:18	21:30:18			21:30:19	21:30:19	21:30:25	21:30:25	21:31:23	21:31:23	21:31:23	21:31:23	21:31:23	21:31:23			21:31:24	21:31:24		00:00:00	00:00:00		00:00:00	00:00:05	00:00:58	00:00:00	00:00:00		00:00:01	00:01:06
296	21:31:25	21:31:25	21:31:25	21:31:25	21:31:25	21:31:25			21:31:26	21:31:26	21:31:31	21:31:31	21:32:36	21:32:36	21:32:36	21:32:36	21:32:36	21:32:36			21:32:42	21:32:42		00:00:00	00:00:00		00:00:01	00:00:05	00:01:04	00:00:00	00:00:00		00:00:05	00:01:16
297	21:32:42	21:32:42	21:32:42	21:32:42	21:32:43	21:32:43			21:32:43	21:32:43	21:32:49	21:32:49	21:33:50	21:33:50	21:33:53	21:33:53	21:33:53	21:33:53			21:33:59	21:33:59		00:00:00	00:00:00		00:00:00	00:00:05	00:01:01	00:00:03	00:00:00		00:00:05	00:01:16
298	21:33:59	21:33:59	21:34:00	21:34:00	21:34:00	21:34:00			21:34:01	21:34:01	21:34:06	21:34:06	21:35:10	21:35:10	21:35:10	21:35:10	21:35:10	21:35:10			21:35:15	21:35:15		00:00:00	00:00:00		00:00:00	00:00:05	00:01:03	00:00:00	00:00:00		00:00:05	00:01:15
299	21:35:16	21:35:16	21:35:16	21:35:16	21:35:16	21:35:16			21:35:17	21:35:17	21:35:23	21:35:23	21:36:26	21:36:26	21:36:26	21:36:26	21:36:26	21:36:26			21:36:31	21:36:31		00:00:00	00:00:00		00:00:00	00:00:05	00:01:03	00:00:00	00:00:00		00:00:05	00:01:15
300	21:36:32	21:36:32	21:36:32	21:36:32	21:36:32	21:36:32	21:36:33	21:36:58	21:36:58	21:36:58	21:37:03	21:37:03	21:38:46	21:38:46	21:38:46	21:38:46	21:38:46	21:38:46	21:38:53	21:38:54	21:40:06	21:40:06		00:00:00	00:00:00	00:00:24	00:00:25	00:00:05	00:01:42	00:00:00	00:00:00	00:00:00	00:01:20	00:03:34
